timestamp,userId,pauseTime,scrollSpeed,reReadCount,attentionScore,fatigueScore,label
1775207439026,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,5.716,0,0,0.5,0.3,0
1775207443915,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,10.724,0,0,0.5,0.7,0
1775207453907,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,20.721,0,0,0.5,0.7,0
1775207463910,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,30.726,0,0,0.5,0.7,0
1775207519891,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207557348,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207563892,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207568900,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207578900,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207588891,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207593887,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207598899,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207608896,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207639904,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207699900,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207759890,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207819907,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207879907,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207939900,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775207999909,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775208060006,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775208119926,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,0
1775208180177,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775208239182,testUser,10,500,2,0.4,0.7,0
1775208240130,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775208255637,testUser,60,0,10,0,1,1
1775208256033,testUser,60,0,10,0,1,1
1775208256629,testUser,60,0,10,0,1,1
1775208300091,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775208360065,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775208420002,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775208480035,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775208539992,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775208545365,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,0.001,0,0,0.5,0.3,0
1775208550975,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,5.583,0,0,0.5,0.3,0
1775208560966,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,15.58,0,0,0.5,0.7,0
1775208566020,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,20.582,0,0,0.5,0.7,0
1775208570974,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,25.592,0,0,0.5,0.7,0
1775208599990,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,54.591,0,0,0.5,0.7,1
1775208623913,smokeUser,10,500,2,0.4,0.7,0
1775208660003,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775208719995,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775208779986,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775208840098,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775208899978,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775208959969,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209019995,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209080006,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209134641,weightSmoke,10,500,2,0.4,0.7,0
1775209140053,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209200060,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209259993,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209320079,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209379971,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209439997,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209500009,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209560041,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209620014,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209680023,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209740104,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209800014,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209860045,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209920007,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775209980044,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210040028,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210100068,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210159996,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210220045,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210280014,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210339998,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210399987,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210460027,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210520030,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210580009,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210640029,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210700039,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775210760056,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775213360912,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,60,0,0,0.5,0.7,1
1775216341972,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,5.877,0,0,0.5,0.3,0
1775216346961,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,10.882,0,0,0.5,0.7,0
1775216351978,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,15.887,0,0,0.5,0.7,0
1775216361992,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,25.884,0,0,0.5,0.7,0
1775216366967,guest-b17040ba-53a0-42d0-a55c-873e4a5e289d,30.886,0,0,0.5,0.7,0
