timestamp,userId,pauseTime,scrollSpeed,reReadCount,attentionScore,fatigueScore,label
1775208077319,user0,38.366,50.022,4,0.245,0.928,1
1775208077319,user1,6.15,1481.335,8,0.087,0.284,0
1775208077319,user2,1.788,437.276,8,0.602,0.012,0
1775208077319,user3,42.961,1402.65,6,0.22,0.718,1
1775208077319,user4,48.566,12.998,2,0.698,0.668,1
1775208077319,user0,9.329,1914.426,5,0.102,0.676,1
1775208077319,user1,21.539,687.911,4,0.807,0.446,0
1775208077319,user2,32.174,1946.232,6,0.079,0.659,1
1775208077319,user3,37.718,1770.903,5,0.577,0.441,0
1775208077319,user4,2.749,455.797,4,0.985,0.071,0
1775208077319,user0,51.989,760.252,7,0.636,0.373,1
1775208077319,user1,22.211,419.014,4,0.702,0.437,0
1775208077319,user2,4.284,1269.957,8,0.729,0.0,0
1775208077319,user3,22.767,1979.047,10,0.688,0.344,0
1775208077319,user4,19.457,1536.627,0,0.229,0.606,0
1775208077319,user0,18.927,535.482,3,0.913,0.413,0
1775208077319,user1,43.075,425.253,7,0.396,0.783,1
1775208077319,user2,27.531,529.76,3,0.745,0.408,0
1775208077319,user3,44.821,856.868,9,0.399,0.644,1
1775208077319,user4,59.852,1019.053,1,0.756,0.472,1
1775208077319,user0,9.17,319.964,10,0.422,0.613,1
1775208077319,user1,22.897,1992.243,8,0.251,0.711,1
1775208077319,user2,56.546,1360.567,1,0.682,0.407,0
1775208077319,user3,16.01,1281.924,1,0.294,0.632,0
1775208077319,user4,0.195,1444.184,4,0.972,0.052,0
1775208077319,user0,30.461,212.822,10,0.298,0.728,1
1775208077319,user1,36.538,305.679,2,0.539,0.456,0
1775208077319,user2,31.821,1.144,5,0.489,0.922,1
1775208077319,user3,21.779,1970.643,4,0.239,0.648,1
1775208077319,user4,34.041,157.514,7,0.816,0.496,0
1775208077319,user0,31.962,251.521,10,0.475,0.71,1
1775208077319,user1,15.903,1744.866,6,0.964,0.486,0
1775208077319,user2,45.316,1379.735,4,0.399,0.734,1
1775208077319,user3,22.405,1799.228,7,0.121,0.645,1
1775208077319,user4,20.285,1176.617,3,0.588,0.301,0
1775208077319,user0,42.47,117.748,1,0.905,0.472,0
1775208077319,user1,4.251,476.009,10,0.485,0.308,0
1775208077319,user2,43.401,1764.766,9,0.473,0.757,1
1775208077319,user3,48.45,380.82,1,0.659,0.371,0
1775208077319,user4,24.666,1727.673,0,0.673,0.497,0
1775208077319,user0,5.905,805.243,5,0.801,0.0,0
1775208077319,user1,11.495,1072.572,2,0.422,0.656,0
1775208077319,user2,14.988,1846.531,7,0.808,0.471,0
1775208077319,user3,5.875,1304.29,8,0.836,0.094,0
1775208077319,user4,55.582,1697.391,2,0.406,0.696,1
1775208077319,user0,51.879,1804.886,2,0.379,0.797,1
1775208077319,user1,15.912,1568.141,7,0.285,0.739,1
1775208077319,user2,43.83,1566.723,10,0.718,0.331,1
1775208077319,user3,17.802,1937.419,9,0.736,0.312,0
1775208077319,user4,18.816,100.285,7,0.503,0.471,0
1775208077319,user0,9.446,1921.558,1,0.851,0.314,0
1775208077319,user1,4.078,1723.638,6,0.12,0.378,0
1775208077319,user2,14.773,1189.038,9,0.082,0.731,1
1775208077319,user3,33.914,632.74,4,0.204,0.743,1
1775208077319,user4,14.321,791.572,10,0.646,0.391,0
1775208077319,user0,55.741,1871.469,0,0.458,0.8,1
1775208077319,user1,59.766,146.521,3,0.506,0.326,1
1775208077319,user2,20.941,137.583,3,0.37,0.632,1
1775208077319,user3,50.025,1407.08,9,0.984,0.461,1
1775208077319,user4,31.736,1335.726,8,0.299,0.733,1
